No of bedrooms,No of bathrooms,living area,No of floors,waterfront present,No of views,house condition,house grade,Built Year,Renovation Year,Lattitude,Longitude,living_area_renov,Price,Total floor area,Total lot area
3,2.5,1650,3.0,0,0,3,8,2007,0,52.9408,-114.522,1650,378000,1650,4047
5,3.0,2680,2.0,0,0,3,8,1990,0,52.6701,-114.316,1860,375000,2680,16820
4,2.0,2500,1.0,0,0,3,7,1972,0,52.6008,-114.239,1960,368000,2500,73800
4,1.5,1820,1.0,0,0,4,7,1955,0,52.8067,-114.334,1450,365000,1820,21583
3,2.0,1970,1.0,0,0,3,7,1979,0,52.6974,-114.297,1890,360000,1970,116340
2,2.5,1770,1.0,0,0,3,7,2003,0,52.5797,-114.215,1770,350500,1770,9450
3,2.5,1420,3.0,0,0,3,8,2002,0,52.9282,-114.539,1430,349950,1420,2722
5,3.5,2660,2.0,0,0,3,8,1996,0,52.4931,-114.402,2220,332100,2660,14272
2,1.0,880,2.0,0,0,4,7,1945,0,52.8775,-114.587,1010,330000,880,3501
3,1.5,1370,2.0,0,0,3,7,1980,0,52.6777,-113.96,1390,280000,1370,21000
2,1.0,890,1.0,0,0,3,7,1947,0,52.967,-114.49,1130,275400,890,16360
4,2.5,2701,2.0,0,0,3,7,2013,0,52.5173,-114.367,2566,270000,2701,11664
3,2.5,1850,2.0,0,0,3,7,1986,0,52.5403,-114.55,1700,268000,1850,13339
3,1.75,1360,1.0,0,0,3,7,1978,0,52.9883,-114.496,1360,250000,1360,28939
3,1.5,1420,1.0,0,0,3,6,1962,0,52.5376,-114.552,1200,224097,1420,17160
3,1.0,1980,1.0,0,0,4,7,1943,0,52.5521,-114.472,1356,207000,1980,28180
3,1.0,980,1.0,0,0,3,7,1969,0,52.6436,-114.397,1580,201000,980,19364
3,1.75,1420,1.0,0,0,3,7,1986,0,52.5855,-114.365,1690,192500,1420,14610
2,1.0,800,1.0,0,0,5,6,1955,0,52.7259,-114.362,1100,189900,800,11600
3,2.25,1740,1.0,0,0,3,7,1978,0,52.5279,-114.569,1740,182700,1740,13650
4,1.5,1450,1.0,0,0,4,6,1969,0,52.5913,-114.277,1060,175409,1450,10730
3,1.75,1370,2.0,0,0,3,7,1990,0,52.488,-114.442,1530,160000,1370,16012
4,4.5,4300,2.0,0,0,3,11,1985,1999,52.8518,-114.427,3070,2500000,4300,39689
4,4.5,6380,2.0,0,0,3,12,2006,0,52.7892,-114.205,3040,1820000,6380,95827
3,2.5,4010,1.0,0,3,5,11,1983,0,52.784,-114.341,4010,1510000,4010,27186
4,3.25,3600,2.0,0,2,3,11,1991,0,52.9424,-114.443,2440,1420000,3600,60709
5,3.25,4300,2.0,0,3,3,10,1957,2009,52.8017,-114.599,2780,1400000,4300,15880
3,2.0,2310,1.0,0,0,3,10,1979,1996,52.8681,-114.414,2950,1360000,2310,43132
4,2.25,2240,2.0,0,0,3,8,1976,0,52.8194,-114.385,2300,980000,2240,22584
3,3.25,2080,2.0,0,2,4,8,1984,0,52.8351,-114.479,2680,969500,2080,9543
4,3.0,3230,2.0,0,0,3,9,1999,0,52.6441,-114.66,1600,950000,3230,582832
5,1.0,2590,2.0,0,0,4,8,1907,0,52.8338,-114.484,2360,890000,2590,9302
3,3.0,1910,1.5,0,0,3,9,1900,1991,52.8872,-114.536,1280,850000,1910,6110
5,3.5,3600,2.0,0,3,3,10,2005,0,52.8882,-114.312,3420,817500,3600,19172
4,2.75,3170,2.0,0,0,3,10,1992,0,52.8074,-114.244,2940,750000,3170,15480
3,1.5,1790,1.5,0,0,4,7,1903,0,52.9054,-114.515,1290,725000,1790,9500
5,2.75,3630,2.0,0,0,3,11,2000,0,52.6589,-114.284,4440,716500,3630,88839
4,3.5,3190,2.0,0,2,3,8,1999,0,52.9382,-114.411,2550,675000,3190,13750
4,1.75,2640,1.0,0,0,4,7,1966,0,52.8119,-114.315,2070,650000,2640,16090
4,2.0,1690,1.0,0,0,3,7,1967,0,52.8449,-114.314,2050,612500,1690,73192
3,3.0,1800,1.5,0,2,3,8,1929,0,52.8775,-114.561,1670,606400,1800,10000
6,1.75,2180,1.5,0,0,4,7,1926,0,52.8943,-114.48,1720,580000,2180,8000
5,2.75,3080,2.0,0,0,3,9,2014,0,52.7222,-114.343,3000,579950,3080,10402
3,1.75,1720,2.0,0,0,3,8,1981,0,52.9175,-114.392,1620,575000,1720,15280
4,2.5,2280,2.0,0,0,3,8,1986,0,52.9868,-114.331,2140,565000,2280,18505
3,1.5,2790,1.0,0,2,3,8,1955,0,52.9628,-114.478,2410,560000,2790,15000
3,2.5,2130,2.0,0,0,3,8,1990,0,52.8631,-114.217,1890,546500,2130,14745
3,2.25,1270,1.0,0,0,3,7,1970,0,52.8881,-114.586,1920,543500,1270,6790
3,2.5,2810,2.0,0,0,3,8,2004,0,53.0035,-114.417,2540,533000,2810,9478
4,1.75,1760,1.0,0,0,5,7,1926,0,52.9189,-114.52,1500,527950,1760,9180
3,1.75,1970,1.0,0,0,4,8,1968,0,52.8624,-114.29,1910,525000,1970,16000
3,3.0,1845,2.0,0,2,5,8,1947,0,52.7504,-114.398,2100,510000,1845,12750
3,2.0,1990,1.0,0,0,5,7,1971,0,52.7721,-114.362,2120,510000,1990,13867
2,1.75,1670,1.0,0,0,3,8,2004,0,52.9423,-114.217,2170,507000,1670,12714
3,2.25,1730,1.0,0,0,4,8,1988,0,52.9109,-114.309,1730,500000,1730,24056
5,2.5,2340,1.0,0,0,3,7,1975,0,52.9506,-114.401,1930,475000,2340,14421
4,2.75,2790,2.0,0,0,3,9,2000,0,52.6662,-114.299,2900,459000,2790,13352
5,3.5,3080,2.0,0,0,3,8,2003,0,52.9754,-114.167,2980,455000,3080,15982
3,2.5,2240,2.0,0,0,3,7,2002,0,52.7661,-114.07,2480,452500,2240,12809
4,2.0,2430,1.0,0,0,3,8,1961,0,52.6416,-114.219,2220,449500,2430,350222
4,1.0,1480,1.5,0,0,3,7,1940,0,52.9379,-114.548,1480,440000,1480,15120
4,2.25,2240,2.0,0,0,3,8,1978,0,53.0046,-114.387,2340,439000,2240,16800
3,2.5,1820,2.0,0,0,3,8,1985,0,52.9455,-114.294,2040,424000,1820,15804
3,1.0,1580,1.0,0,0,4,8,1955,0,52.9852,-114.466,2130,424000,1580,30332
3,2.5,1960,2.0,0,0,3,7,2006,0,52.7715,-114.077,2320,405000,1960,12175
2,1.0,710,1.0,0,0,5,7,1905,0,52.9065,-114.571,1530,402000,710,10200
3,2.0,3000,1.0,0,0,3,8,1962,0,52.9358,-114.505,2400,400000,3000,26100
4,2.5,3140,2.0,0,0,4,9,1977,0,52.6163,-114.346,2510,400000,3140,25584
3,1.0,1000,1.0,0,0,4,6,1930,0,52.9398,-114.473,1700,400000,1000,15600
4,2.0,1757,1.0,0,2,5,7,1955,0,52.6274,-114.502,1850,375000,1757,30495
3,2.25,1980,1.0,0,0,3,8,1964,0,52.9925,-114.55,1820,355000,1980,15450
2,1.0,1450,1.0,0,0,3,7,1967,0,52.9224,-114.511,1240,350500,1450,12760
4,1.75,1780,1.0,0,0,5,7,1903,0,52.7629,-114.482,1860,349950,1780,10000
3,2.25,1640,2.0,0,0,3,7,1989,0,52.9492,-114.366,1640,349000,1640,14050
3,1.5,1590,1.0,0,0,3,7,1964,0,53.0053,-114.543,1590,339275,1590,14854
4,1.75,2000,1.0,0,0,4,7,1961,0,52.5503,-114.511,1520,335000,2000,20140
5,3.0,2020,1.0,0,0,3,7,1993,0,52.7782,-114.484,2130,311000,2020,11446
1,1.0,730,1.0,0,0,4,5,1945,0,52.9292,-114.554,1630,306950,730,10672
4,2.5,1910,2.0,0,0,3,8,1992,0,52.6191,-114.362,1910,300000,1910,14558
2,0.75,440,1.0,1,3,4,5,1943,0,52.6639,-114.702,880,290000,440,34602
3,1.0,1480,1.0,0,0,4,6,1942,0,52.7249,-114.517,1500,290000,1480,55300
4,2.5,2240,2.0,0,0,3,7,2005,0,52.5678,-114.447,2221,287000,2240,9205
2,1.0,930,1.0,0,2,3,7,1952,0,52.736,-114.432,1910,287000,930,14094
3,1.75,1930,1.0,0,0,4,7,1977,0,52.5517,-114.395,1600,279950,1930,14965
2,1.0,870,1.0,0,0,3,7,2004,0,52.8002,-114.477,1500,276000,870,4395
3,1.75,1440,1.0,0,0,4,8,1977,0,52.6112,-114.358,1720,267000,1440,19180
3,1.75,1470,1.0,0,0,3,7,1989,0,52.6492,-114.391,1770,262500,1470,17897
3,1.0,1690,1.0,0,0,3,7,1955,0,52.6556,-114.512,1190,257500,1690,23275
2,1.0,920,1.0,0,0,4,5,1923,0,52.7545,-114.121,1530,255000,920,55435
3,1.0,1030,1.0,0,0,3,7,1960,1997,52.7288,-114.358,1160,253000,1030,12250
4,1.0,1330,1.5,0,0,3,6,1952,0,52.722,-114.523,1570,249950,1330,16568
3,2.5,1460,2.0,0,0,3,7,1989,0,52.5284,-114.575,1640,245000,1460,21296
3,1.5,1450,1.0,0,0,4,7,1963,0,52.6515,-114.393,1460,240000,1450,18954
2,1.0,720,1.0,0,0,3,6,1943,0,52.7501,-114.54,720,240000,720,12690
4,1.5,2070,1.0,0,0,4,7,1964,0,52.5717,-114.471,1450,235000,2070,14595
2,1.0,930,1.0,0,0,3,6,1957,0,52.7168,-114.52,1250,226950,930,13200
3,1.0,810,1.0,0,0,3,6,1942,0,52.7034,-114.54,1700,215000,810,10485
4,1.75,1850,1.5,0,0,4,7,1972,0,52.5768,-114.3,1750,205000,1850,106286
2,2.5,1240,2.0,0,0,3,7,1986,0,52.5541,-114.512,1400,153503,1240,7370
2,1.0,1060,1.0,0,0,3,6,1954,0,52.6605,-114.347,2320,151600,1060,27568
3,1.0,910,1.0,0,0,3,7,1955,0,52.5732,-114.499,1490,128000,910,19533
4,3.25,4890,2.0,0,0,3,13,2004,0,52.7603,-114.321,5790,1780000,4890,26941
3,2.5,2560,2.0,0,0,3,9,1967,2003,52.862,-114.469,2690,1400000,2560,8400
5,1.75,2130,1.0,0,0,3,8,1968,0,52.868,-114.403,3650,1300000,2130,38360
3,3.5,3220,2.0,0,4,3,10,1991,0,52.8209,-114.574,3080,1260000,3220,8404
3,2.5,2830,2.0,0,0,3,11,2001,0,52.9709,-114.388,2830,1080000,2830,73058
4,3.25,5010,2.0,0,0,5,9,1978,0,52.7789,-114.282,3140,965000,5010,103236
5,2.5,3490,1.0,0,4,4,9,1958,0,52.8255,-114.366,2690,915000,3490,30475
4,2.5,2650,2.0,0,0,4,9,1984,0,52.7796,-114.33,2880,870000,2650,26055
3,1.75,2600,1.0,0,0,4,8,1967,0,52.87,-114.394,2940,860000,2600,30048
5,3.75,3760,2.0,0,0,3,9,2014,0,52.9502,-114.413,2950,799950,3760,10683
3,2.0,2550,2.0,0,0,3,9,2007,0,52.9255,-114.48,1630,799000,2550,9894
4,2.25,3200,2.0,0,0,4,9,1972,0,52.985,-114.225,2650,785000,3200,107371
3,1.5,1620,1.0,0,2,4,8,1949,0,52.9314,-114.571,2440,780000,1620,15300
2,1.0,1010,1.0,0,0,3,7,1913,0,52.8941,-114.547,1540,775000,1010,7200
3,2.25,2420,1.0,0,0,4,8,1969,0,52.7407,-114.217,2540,774888,2420,45764
5,2.75,2540,1.0,0,0,4,7,1953,0,52.8175,-114.43,2540,760250,2540,19250
5,1.75,2660,1.5,0,0,5,7,1922,0,52.9245,-114.482,1570,760000,2660,17462
4,2.25,3040,1.0,0,0,4,9,1978,0,52.8223,-114.359,2430,760000,3040,19380
5,3.75,3360,2.0,0,0,3,8,1963,1999,52.788,-114.467,1930,725000,3360,12000
4,2.75,2780,2.0,0,0,3,8,2001,0,52.9181,-114.23,2760,710000,2780,12438
2,1.0,1160,1.0,1,4,3,6,1945,0,52.7417,-114.438,1510,700000,1160,30757
4,2.75,2450,1.5,0,0,4,7,1920,0,52.9165,-114.586,1920,696950,2450,10640
3,2.25,2090,1.0,0,2,5,8,1952,0,52.7838,-114.381,3090,693000,2090,58424
5,3.25,3370,2.0,0,0,4,8,1988,0,52.7932,-114.205,2990,690000,3370,15119
3,2.75,2480,1.5,0,0,3,9,1929,0,52.8699,-114.501,2160,690000,2480,6480
5,2.5,3160,2.0,0,0,3,9,2003,0,52.7662,-114.257,3670,685000,3160,11722
3,2.25,2840,1.0,0,0,3,7,1967,0,52.8128,-114.234,2220,663000,2840,91365
3,2.5,1950,2.0,0,0,3,8,1987,0,52.794,-114.281,1980,622000,1950,15960
3,2.5,1880,2.0,0,0,4,7,1947,2007,52.887,-114.583,1230,617000,1880,11000
4,2.25,2500,1.0,0,0,3,8,1975,0,52.869,-114.29,2500,615000,2500,19812
3,1.0,1000,1.0,0,0,3,8,1945,0,52.8929,-114.467,2240,610000,1000,9918
3,1.75,1650,1.0,0,0,3,7,1992,0,52.7597,-114.091,2520,610000,1650,443004
3,1.5,2240,1.0,0,0,3,7,1952,0,52.8924,-114.526,1570,608000,2240,7150
4,1.5,1880,1.0,0,0,4,7,1926,0,52.9135,-114.537,1690,605000,1880,7000
4,2.0,2490,1.0,0,0,3,8,2002,0,52.5025,-114.119,1910,590000,2490,468705
3,2.75,1710,1.0,0,0,3,7,1909,0,52.872,-114.55,1710,575000,1710,7200
3,1.75,1580,1.5,0,0,3,7,1945,0,52.902,-114.587,1560,536000,1580,7528
4,1.75,1820,1.0,0,0,5,7,1960,0,52.836,-114.325,1430,525000,1820,15400
3,2.25,2380,1.0,0,0,3,8,1961,0,52.9255,-114.465,1680,490000,2380,13450
3,2.5,3080,2.0,0,0,3,9,2006,0,52.6773,-114.395,2860,490000,3080,12636
3,1.75,2480,1.0,0,0,3,8,1976,0,53.0021,-114.557,2480,489950,2480,21204
4,3.5,3660,2.0,0,0,3,10,1994,0,52.5376,-114.586,2780,475000,3660,25054
4,3.0,2410,1.0,0,0,5,7,1969,0,52.9502,-114.41,2050,475000,2410,16224
2,1.75,1320,1.0,0,1,3,7,1955,0,52.8939,-114.589,2070,475000,1320,9420
3,1.0,1140,1.0,0,0,4,6,1944,0,52.9189,-114.552,1340,474000,1140,8540
4,1.0,1740,1.5,0,0,4,7,1932,0,52.7951,-114.092,1810,470000,1740,55590
5,2.5,2310,1.0,0,0,3,7,1975,0,52.9512,-114.401,1930,469950,2310,16606
3,1.75,1270,1.0,0,0,4,7,1968,0,52.9011,-114.338,1510,455000,1270,15400
3,2.5,1730,2.0,0,0,3,8,1996,0,52.7983,-114.195,1730,445000,1730,8816
3,1.5,1310,2.0,0,0,3,8,2002,0,52.7963,-114.598,1310,445000,1310,2644
3,1.75,1720,1.0,0,0,4,7,1970,0,52.809,-114.241,1860,430000,1720,28813
4,2.5,3010,2.0,0,0,3,9,2005,0,52.5842,-114.217,3010,419000,3010,14917
3,1.75,1660,1.0,0,0,3,7,1982,0,52.7407,-114.571,1510,410000,1660,11987
4,3.25,3140,2.0,0,0,3,7,1992,0,52.7322,-114.553,1300,409000,3140,20672
1,1.0,700,1.0,0,0,4,6,1945,0,52.964,-114.543,1020,403500,700,11242
2,2.0,1520,1.0,0,0,3,7,1999,0,52.9248,-114.554,1110,400000,1520,10050
3,1.75,2030,1.0,0,2,4,8,1977,0,52.4918,-114.31,2570,395000,2030,433857
3,1.75,2700,1.0,0,0,4,7,1967,0,52.7117,-114.287,1620,381000,2700,35232
2,1.75,2510,2.0,0,0,3,9,1977,0,52.5403,-114.389,2400,368500,2510,32171
4,1.75,2030,1.0,0,0,3,7,1968,0,52.7367,-114.354,1750,359500,2030,15597
3,1.5,1860,1.0,0,0,4,7,1966,0,52.714,-114.301,1860,350000,1860,35460
4,2.5,1970,2.0,0,0,3,7,2007,0,52.5876,-114.248,1970,347500,1970,12459
3,1.0,1160,1.0,0,0,4,7,1967,0,52.9719,-114.263,1160,330000,1160,19330
2,2.0,970,1.0,0,0,3,7,1983,0,52.9523,-114.35,1540,325000,970,10000
5,2.25,2630,2.0,0,0,3,8,1966,0,52.5919,-114.477,1880,320000,2630,17295
3,2.25,1250,3.0,0,0,3,8,2008,0,52.9399,-114.523,1250,318000,1250,2034
3,1.0,1250,1.0,0,0,3,7,1970,0,52.9814,-114.298,1640,318000,1250,39880
3,1.0,1310,1.5,0,0,3,7,1962,0,52.9584,-114.431,1310,311000,1310,16740
4,2.5,2300,1.0,0,3,2,7,1959,0,52.6425,-114.52,2300,308130,2300,15000
4,1.75,2130,1.0,0,0,3,7,1952,0,52.6929,-114.546,1850,292000,2130,22194
3,1.0,1050,1.0,0,0,4,7,1960,1981,52.6141,-114.196,1610,287653,1050,43650
3,1.0,1100,1.0,0,0,3,6,1948,0,52.9311,-114.526,1280,280000,1100,10264
5,2.0,2110,1.0,0,0,3,7,1966,0,52.7464,-114.457,1590,280000,2110,13169
3,1.75,1360,1.0,0,0,4,7,1981,0,52.6919,-114.358,1770,280000,1360,13710
4,2.25,1800,2.0,0,0,3,7,2003,0,52.5798,-114.242,1810,272000,1800,11224
3,2.5,1740,2.0,0,0,3,8,2009,0,52.5663,-114.403,2030,257000,1740,7515
3,1.0,1250,1.0,0,0,4,6,1927,0,52.7287,-113.971,1300,255000,1250,20188
3,2.75,1900,1.0,0,0,4,7,1958,0,52.5444,-114.468,1640,255000,1900,35283
2,1.0,910,1.0,0,0,3,5,1923,0,52.756,-114.0,1290,244500,910,18000
2,1.0,910,1.0,0,0,4,6,1983,0,52.6763,-113.961,1410,239900,910,18440
2,1.0,770,1.0,0,0,4,6,1948,0,52.761,-114.548,780,230000,770,12513
3,1.0,1080,1.0,0,0,3,6,1952,0,52.5173,-114.441,1610,225000,1080,26007
3,1.75,1370,1.0,0,0,4,7,1980,0,52.6396,-114.362,1850,222000,1370,16100
2,1.0,1050,1.5,0,0,4,7,1984,0,52.5187,-114.489,1550,219000,1050,18600
2,1.0,770,1.0,0,0,3,6,1921,0,52.7954,-114.08,1100,212000,770,15777
2,1.0,1010,1.5,0,0,3,5,1990,0,52.9405,-113.506,830,155000,1010,61353
5,6.0,5490,2.0,0,0,3,12,2005,0,52.8465,-114.426,2910,3640000,5490,37497
1,1.0,1390,1.0,0,0,3,6,1960,0,52.9952,-114.093,1620,400000,1390,85209
4,2.5,2960,2.0,0,0,3,9,2005,0,52.7844,-114.183,2960,785000,2960,9500
3,2.5,1630,2.0,0,0,3,8,1986,0,52.7989,-114.213,2090,475000,1630,14916
4,1.5,1730,2.0,0,0,4,7,1959,0,52.6082,-114.494,1370,243400,1730,15324
6,8.0,12050,2.5,0,3,4,13,1910,1987,52.8598,-114.513,3940,7700000,12050,36400
3,3.0,4380,2.0,0,3,5,10,1952,0,52.8752,-114.601,3080,1450000,4380,14000
4,3.5,4360,2.0,0,0,3,12,1998,0,52.8335,-114.195,4770,1450000,4360,52124
4,3.25,3330,2.0,0,0,3,9,2004,0,52.9136,-114.398,2550,1210000,3330,15349
2,1.75,2080,1.0,1,4,4,8,1939,1984,52.9434,-114.467,2030,1190000,2080,16520
4,2.25,2480,2.0,0,2,3,10,1929,0,52.8692,-114.596,3030,979700,2480,11600
4,2.5,3810,2.0,0,0,3,10,2003,0,52.8306,-114.343,3310,920000,3810,22849
3,2.25,2560,1.5,0,0,3,8,1910,0,52.8621,-114.496,2970,842500,2560,8316
4,4.0,3280,2.0,0,0,3,10,2007,0,52.8118,-114.163,3730,785500,3280,16478
4,2.5,3180,2.0,0,0,3,9,1988,0,52.7472,-114.243,3020,775000,3180,30880
4,2.5,3110,2.0,0,0,3,9,2004,0,52.9311,-114.302,3090,755000,3110,13930
4,3.5,3080,2.0,0,0,3,9,2003,0,52.8307,-114.164,2950,733000,3080,11399
3,2.0,1550,1.0,0,0,4,7,1964,0,52.8055,-114.406,2900,725000,1550,24634
5,2.5,2570,1.0,0,2,3,8,1956,0,52.9516,-114.472,2680,710000,2570,19500
4,2.5,3280,1.0,0,0,3,9,1972,0,52.656,-114.475,1570,706000,3280,29784
4,2.5,2790,2.0,0,0,3,9,1999,0,52.8387,-114.206,2790,695000,2790,12810
4,2.5,2580,1.0,0,0,4,8,1959,0,52.933,-114.47,2060,650000,2580,18900
2,1.0,1240,1.0,0,0,3,7,1920,0,52.8934,-114.541,1480,645000,1240,8500
4,1.75,2060,1.0,0,0,4,8,1960,0,52.8167,-114.364,2260,640000,2060,19824
3,2.25,2210,1.0,0,0,5,8,1976,0,52.8204,-114.384,2470,635250,2210,36298
4,2.5,2601,2.0,0,0,3,9,1995,0,52.972,-114.277,2080,625000,2601,66671
4,2.0,1760,1.5,0,0,4,7,1948,0,52.9014,-114.47,1850,625000,1760,11907
4,2.75,2300,2.0,0,0,3,9,1984,0,52.8518,-114.222,2240,623000,2300,21879
3,3.0,1730,3.0,0,0,3,8,2014,0,52.9244,-114.567,1830,577450,1730,3559
3,1.75,1516,1.0,0,0,3,7,1925,0,52.9142,-114.531,2100,575575,1516,6751
3,2.5,3110,2.0,0,0,3,9,2001,0,52.5581,-114.314,2220,559000,3110,435600
4,2.5,3118,2.0,0,2,3,9,2014,0,52.5231,-114.454,2673,541800,3118,8345
5,3.0,2570,1.0,0,0,3,8,2009,0,52.9571,-114.418,2020,540000,2570,16090
3,1.0,1320,1.5,0,0,5,7,1913,0,52.7866,-114.568,1490,526000,1320,10500
4,2.5,2980,1.0,0,0,3,8,2007,0,52.7374,-114.362,2240,495000,2980,24150
3,2.0,1660,2.0,0,3,3,8,1950,1990,52.7852,-114.486,2440,491000,1660,11734
5,2.0,1760,1.0,0,1,3,8,1959,0,52.9897,-114.453,2150,480000,1760,34238
5,3.5,3790,1.0,0,1,3,8,2001,0,52.7191,-114.38,1740,471750,3790,16876
2,1.0,1190,1.0,0,0,5,7,1912,0,52.9239,-114.538,1550,470000,1190,10300
2,1.5,1710,1.0,0,1,5,7,1951,0,52.7586,-114.573,1530,453500,1710,9797
3,1.0,1120,1.0,0,0,5,7,1955,0,52.797,-114.329,1720,435000,1120,19564
3,2.5,2210,2.0,0,0,3,8,1998,0,52.7149,-113.972,2430,432900,2210,18128
5,1.75,2860,1.0,0,0,4,8,1947,0,52.9685,-114.538,1920,411000,2860,30403
4,1.0,1420,1.5,0,0,3,7,1930,0,52.9242,-114.511,1110,400000,1420,10288
4,2.5,2740,2.0,0,0,4,9,1990,0,52.6204,-114.366,2460,395000,2740,17525
3,1.75,1600,1.0,0,0,5,7,1948,0,52.9697,-114.49,1200,393500,1600,16312
4,1.5,1940,1.0,0,0,3,7,1962,0,52.9192,-114.354,1380,390000,1940,24200
2,1.0,850,1.0,0,0,3,6,1910,0,52.9042,-114.54,1460,389000,850,7376
4,1.75,1760,1.0,0,0,3,7,1956,0,52.8334,-114.315,1680,380000,1760,14800
4,2.25,1990,1.0,0,0,4,8,1968,0,52.669,-114.334,2400,365000,1990,40522
2,1.0,930,1.0,0,0,4,6,1919,0,52.7589,-114.22,1730,360000,930,15098
3,2.25,1650,1.0,0,0,3,7,1985,0,52.9537,-114.525,1690,359000,1650,14677
3,1.75,1250,1.0,0,0,3,7,1972,0,52.9913,-114.464,2180,357000,1250,37046
4,2.5,2632,2.0,0,0,3,8,2013,0,52.5728,-114.468,2040,349950,2632,9312
1,1.0,540,1.0,0,0,3,5,1961,0,53.0039,-114.548,1840,345000,540,20250
3,1.5,1390,2.0,0,0,3,7,1979,0,52.7004,-113.937,1390,345000,1390,25720
2,1.0,700,1.0,0,0,3,6,1943,0,52.7787,-114.581,1060,330000,700,10000
2,1.0,990,1.0,0,0,4,6,1953,0,52.9969,-114.396,1300,325000,990,26620
4,1.0,1300,1.0,0,0,4,7,1941,0,52.7329,-114.378,1540,321000,1300,27334
4,1.75,2320,1.0,0,0,4,8,1973,0,52.5944,-114.47,2120,318888,2320,21880
1,1.0,900,1.0,0,0,3,5,1946,1987,52.9853,-114.473,1470,305000,900,15000
3,2.5,1960,2.0,0,0,3,7,2012,0,52.7173,-114.356,1980,300000,1960,2944
4,2.5,1850,2.0,0,0,3,7,1993,0,52.5836,-114.332,1750,290000,1850,12549
4,2.0,1400,1.5,0,0,5,6,1930,0,52.6925,-114.535,1400,246000,1400,15264
3,2.0,1410,1.0,0,0,3,7,1980,0,52.5949,-114.307,1410,230000,1410,20369
3,1.0,1180,1.0,0,0,3,7,1955,0,52.7412,-114.447,1340,221900,1180,11300
3,1.0,960,1.0,0,0,4,5,1956,0,52.7283,-114.362,960,208950,960,11400
6,2.5,1560,1.0,0,0,3,6,1913,0,52.7635,-114.462,1300,194990,1560,13376
4,5.5,7080,2.0,0,0,3,12,2008,0,52.8451,-114.414,3140,4000000,7080,32569
3,2.5,2510,1.5,0,4,3,10,1968,0,52.9282,-114.421,2810,1950000,2510,25004
3,2.25,4320,1.0,0,0,4,10,1972,0,52.8668,-114.406,3430,1780000,4320,37694
4,1.75,2410,1.5,0,0,3,8,1911,0,52.8669,-114.545,1280,1440000,2410,10000
4,3.25,4190,2.0,0,0,3,11,2000,0,52.8632,-114.256,4300,1150000,4190,22178
4,3.5,4560,2.0,0,0,3,9,1995,0,52.7889,-114.306,2990,1100000,4560,53017
4,3.5,3310,2.0,0,0,3,9,2014,0,52.809,-114.579,1850,999950,3310,9434
4,2.75,3340,2.0,0,0,3,11,2013,0,52.7359,-114.336,3340,962000,3340,12640
3,1.75,2480,1.0,0,0,3,8,1948,2014,52.845,-114.478,2450,920000,2480,8000
2,2.25,2470,1.0,0,0,4,8,1954,0,52.883,-114.606,2070,898000,2470,14928
4,1.75,2660,2.0,0,0,4,8,1917,0,52.9043,-114.498,2100,896000,2660,7600
4,3.0,2550,1.5,0,0,4,8,1900,0,52.8859,-114.528,2100,850000,2550,8344
5,3.5,4200,2.0,0,0,3,9,2012,0,52.9377,-114.31,3300,850000,4200,10964
3,1.75,1870,1.0,0,0,4,8,1960,0,52.7805,-114.411,1900,811000,1870,19902
3,2.75,3530,2.0,0,0,3,10,1994,0,52.8677,-114.185,3560,760000,3530,144090
4,1.75,2100,1.0,0,0,5,7,1915,0,52.8729,-114.561,1890,750000,2100,7171
4,2.0,2060,1.0,0,1,4,8,1954,0,52.7537,-114.573,2060,705000,2060,12600
4,2.75,3880,2.0,0,0,3,7,2004,0,52.9077,-114.225,2620,702000,3880,20325
3,2.25,3420,1.0,0,0,3,9,1963,2004,52.9712,-114.446,2290,692500,3420,20600
3,1.5,1280,1.5,0,0,3,8,1904,0,52.8474,-114.498,1540,687500,1280,3570
4,2.5,2520,2.0,0,0,3,9,2004,0,52.7824,-114.182,2910,680000,2520,10001
3,3.0,2330,2.5,0,0,3,8,2014,0,52.7746,-114.206,2290,669950,2330,3351
3,3.25,1720,2.0,0,0,3,8,2004,0,52.8501,-114.499,1720,649000,1720,2463
4,2.75,3150,1.5,0,0,4,7,1915,0,52.9268,-114.49,1990,640000,3150,14758
5,3.0,2800,2.0,0,0,3,8,2014,0,52.7269,-114.335,2910,639983,2800,11049
4,2.0,2020,1.0,0,0,5,8,1942,0,52.93,-114.482,1250,625000,2020,13709
4,2.5,2210,1.5,0,0,4,8,1912,0,52.8019,-114.567,1740,619500,2210,10077
3,3.0,1740,1.0,0,0,3,7,1982,0,52.8402,-114.499,1830,612000,1740,6180
4,2.5,2520,2.0,0,0,3,9,2014,0,52.7437,-114.357,2520,610685,2520,12046
4,2.5,2300,2.0,0,0,5,8,1955,0,52.9288,-114.392,1780,610000,2300,21686
3,2.75,3230,2.0,0,0,3,9,2014,0,52.7496,-114.068,2710,591975,3230,10500
4,2.5,2630,2.0,0,0,5,8,1962,0,52.7562,-114.218,1770,589000,2630,23700
4,3.0,3220,1.5,0,0,3,9,2009,0,52.7113,-114.319,2950,584950,3220,12448
3,1.75,1710,1.0,0,0,4,7,1918,0,52.7792,-114.579,1490,561000,1710,11250
4,1.75,2480,1.0,0,3,3,8,1958,0,52.9946,-114.461,2910,550000,2480,25582
